"background size","chart color","description","Evidence codes","intersecting genes","intersection size","network.SUID","nodes.SUID","p-value","precision","query size","recall","source","term id","term name","term size"
"21017","","""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."" [GOC:hb, GOC:pf]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000167723|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000182557|ENSG00000186818|ENSG00000178999|ENSG00000164929|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000245869|ENSG00000169031|ENSG00000125384|ENSG00000139318|ENSG00000211898|ENSG00000143369|ENSG00000166352|ENSG00000145649|ENSG00000223806|ENSG00000117632|ENSG00000182983|ENSG00000149418|ENSG00000185477|ENSG00000069702|ENSG00000169439|ENSG00000197471|ENSG00000170677|ENSG00000256018","30","66719","64307|64265|64553|64535|64295|64631|64919|64573|64229|64497|64561|64333|64325|64301|64563|64489|64319|64227|64329|64557|64903|64269|64253|64363|64305|64621|64595|64525|64493|64651","0.010041453790131423","0.17341040462427745","173","0.01985440105890139","Gene Ontology Biological Process","GO:0007155","cell adhesion","1511"
"21017","","""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]","""IEP""|""IC""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000081052|ENSG00000182557|ENSG00000186818|ENSG00000152689|ENSG00000164929|ENSG00000227191|ENSG00000070081|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000258810|ENSG00000095932|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000106070|ENSG00000127561|ENSG00000234184|ENSG00000136158|ENSG00000171488|ENSG00000186187|ENSG00000240754|ENSG00000245648|ENSG00000110237|ENSG00000143369|ENSG00000170835|ENSG00000162543|ENSG00000223907|ENSG00000005108|ENSG00000166352|ENSG00000185666|ENSG00000182983|ENSG00000152953|ENSG00000204482|ENSG00000184357|ENSG00000127533|ENSG00000149418|ENSG00000185477|ENSG00000233355|ENSG00000069702|ENSG00000169439|ENSG00000183722|ENSG00000197471|ENSG00000176890|ENSG00000249717|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000267262|ENSG00000256018|ENSG00000254060","57","66719","64307|64553|64535|64295|64665|64245|64631|64919|64287|64229|65359|64963|64497|64561|64333|64889|65345|65337|64301|64293|64671|64911|64275|64251|64545|64345|64531|65357|64905|64339|64227|64495|64691|64929|64249|64329|65349|64253|64923|64289|64559|64549|64363|64305|65341|64621|64595|64659|64525|64257|65343|64907|64243|64493|65351|64651|64597","0.011126286523724988","0.32947976878612717","173","0.014401212733703891","Gene Ontology Biological Process","GO:0048583","regulation of response to stimulus","3958"
"21017","","""Any process that activates or increases the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]","""NAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000250111|ENSG00000042980|ENSG00000164045|ENSG00000174776|ENSG00000116667|ENSG00000021762|ENSG00000272733|ENSG00000170677","8","66719","64909|64353|64267|64695|64679|64617|64235|64493","0.011150135666979241","0.046242774566473986","173","0.06722689075630252","Gene Ontology Biological Process","GO:0045931","positive regulation of mitotic cell cycle","119"
"22115","","""A polymeric supramolecular structure."" [GOC:dos]","""TAS""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000198467|ENSG00000183657|ENSG00000167723|ENSG00000163808|ENSG00000072110|ENSG00000169116|ENSG00000138160|ENSG00000152689|ENSG00000267694|ENSG00000164929|ENSG00000113296|ENSG00000095932|ENSG00000245869|ENSG00000181826|ENSG00000234184|ENSG00000148143|ENSG00000185666|ENSG00000205726|ENSG00000185477|ENSG00000165507|ENSG00000152253|ENSG00000272733","22","66719","64511|64697|64265|64553|64351|64499|64669|64287|64479|64229|64931|65337|64325|64335|64251|64349|65349|64279|64305|64541|64921|64235","0.011326071724086699","0.125","176","0.020735155513666354","Gene Ontology Cellular Component branch","GO:0099081","supramolecular polymer","1061"
"21017","","""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]","""IPI""|""IC""|""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000198467|ENSG00000167723|ENSG00000163808|ENSG00000072110|ENSG00000091409|ENSG00000169116|ENSG00000136999|ENSG00000152689|ENSG00000250111|ENSG00000267694|ENSG00000184194|ENSG00000164929|ENSG00000070081|ENSG00000171105|ENSG00000125845|ENSG00000165349|ENSG00000095932|ENSG00000169031|ENSG00000181826|ENSG00000234184|ENSG00000148143|ENSG00000136158|ENSG00000169607|ENSG00000240754|ENSG00000123095|ENSG00000139318|ENSG00000263053|ENSG00000164045|ENSG00000170835|ENSG00000148498|ENSG00000223907|ENSG00000148926|ENSG00000184584|ENSG00000255189|ENSG00000203852|ENSG00000185666|ENSG00000197558|ENSG00000117632|ENSG00000182983|ENSG00000171848|ENSG00000205726|ENSG00000081026|ENSG00000151725|ENSG00000165507|ENSG00000106366|ENSG00000152253|ENSG00000021762|ENSG00000272733|ENSG00000176890|ENSG00000226281|ENSG00000211942|ENSG00000124693|ENSG00000114315","53","66719","64511|64265|64553|64351|64295|64499|64633|64287|64909|64479|64927|64229|64963|64285|64605|64677|65337|64301|64335|64251|64349|64545|64579|65357|64283|64489|65339|64267|64495|64957|64929|64233|64897|64299|64487|65349|64239|64269|64253|64609|64279|64643|64607|64541|64707|64921|64617|64235|64257|64517|64243|64641|64673","0.011372519558945722","0.3063583815028902","173","0.01484593837535014","Gene Ontology Biological Process","GO:0006996","organelle organization","3570"
"21017","","""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]","""IEP""|""IGI""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000091409|ENSG00000186818|ENSG00000131620|ENSG00000251675|ENSG00000070081|ENSG00000157557|ENSG00000183690|ENSG00000258810|ENSG00000245869|ENSG00000169031|ENSG00000234184|ENSG00000125384|ENSG00000245648|ENSG00000110237|ENSG00000148498|ENSG00000162543|ENSG00000149418|ENSG00000233355|ENSG00000272733|ENSG00000197471|ENSG00000249717|ENSG00000211821|ENSG00000170677|ENSG00000124693","25","66719","64553|64295|64919|64611|64953|64963|64497|64333|65345|64325|64301|64251|64563|64905|64339|64957|64691|64363|65341|64235|64525|65343|64907|64493|64641","0.011466502423085738","0.14450867052023122","173","0.02204585537918871","Gene Ontology Biological Process","GO:0072359","circulatory system development","1134"
"21017","","""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]","""IEP""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000091409|ENSG00000229989|ENSG00000182557|ENSG00000186818|ENSG00000152689|ENSG00000164929|ENSG00000227191|ENSG00000070081|ENSG00000174607|ENSG00000183690|ENSG00000258810|ENSG00000169031|ENSG00000203811|ENSG00000234184|ENSG00000136158|ENSG00000186187|ENSG00000240754|ENSG00000245648|ENSG00000110237|ENSG00000170835|ENSG00000185666|ENSG00000182983|ENSG00000152953|ENSG00000184357|ENSG00000127533|ENSG00000185477|ENSG00000233355|ENSG00000197471|ENSG00000176890|ENSG00000249717|ENSG00000211821|ENSG00000211942|ENSG00000256018|ENSG00000254060","35","66719","64553|64295|64665|64631|64919|64287|64229|65359|64963|64561|64333|65345|64301|64671|64251|64545|64531|65357|64905|64339|64495|65349|64253|64923|64559|64549|64305|65341|64525|64257|65343|64907|64243|64651|64597","0.011711217257196545","0.2023121387283237","173","0.01808785529715762","Gene Ontology Biological Process","GO:1902531","regulation of intracellular signal transduction","1935"
"21017","","""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000251675|ENSG00000070081|ENSG00000157557|ENSG00000183690|ENSG00000234184|ENSG00000123095|ENSG00000170835|ENSG00000204482|ENSG00000149418|ENSG00000185477|ENSG00000233355|ENSG00000069702|ENSG00000197471|ENSG00000211821","17","66719","64553|64535|64295|64953|64963|64497|64333|64251|64283|64495|64289|64363|64305|65341|64621|64525|64907","0.012356115297852322","0.09826589595375723","173","0.02905982905982906","Gene Ontology Biological Process","GO:0040017","positive regulation of locomotion","585"
"22115","","""A thin cytoplasmic bridge formed between daughter cells at the end of cytokinesis. The midbody forms where the contractile ring constricts, and may persist for some time before finally breaking to complete cytokinesis."" [ISBN:0815316194]","""TAS""|""IBA""|""IEA""|""IDA""","ENSG00000152689|ENSG00000184194|ENSG00000164929|ENSG00000095932|ENSG00000181826|ENSG00000184584|ENSG00000205726|ENSG00000272733|ENSG00000254060","9","66719","64287|64927|64229|65337|64335|64897|64279|64235|64597","0.012379227235595577","0.05113636363636364","176","0.043689320388349516","Gene Ontology Cellular Component branch","GO:0030496","midbody","206"
"21017","","""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]","""IEP""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000091409|ENSG00000229989|ENSG00000240666|ENSG00000186818|ENSG00000152689|ENSG00000227191|ENSG00000070081|ENSG00000174607|ENSG00000183690|ENSG00000258810|ENSG00000095932|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000234184|ENSG00000136158|ENSG00000165480|ENSG00000171488|ENSG00000186187|ENSG00000110237|ENSG00000170835|ENSG00000223907|ENSG00000005108|ENSG00000182983|ENSG00000152953|ENSG00000127533|ENSG00000233355|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000267262|ENSG00000256018","33","66719","64553|64295|64665|64667|64919|64287|65359|64963|64561|64333|65345|65337|64301|64293|64671|64251|64545|64341|64345|64531|64339|64495|64929|64249|64253|64923|64549|65341|64907|64243|64493|65351|64651","0.014071132251809433","0.1907514450867052","173","0.018508132361189006","Gene Ontology Biological Process","GO:0010647","positive regulation of cell communication","1783"
"21017","","""Any process that activates or increases the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]","""NAS""|""IMP""|""IBA""|""IDA""","ENSG00000250111|ENSG00000042980|ENSG00000164045|ENSG00000174776|ENSG00000116667|ENSG00000021762|ENSG00000272733","7","66719","64909|64353|64267|64695|64679|64617|64235","0.014166737206181458","0.04046242774566474","173","0.07954545454545454","Gene Ontology Biological Process","GO:1901992","positive regulation of mitotic cell cycle phase transition","88"
"21017","","""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]","""IEP""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000091409|ENSG00000229989|ENSG00000240666|ENSG00000186818|ENSG00000152689|ENSG00000227191|ENSG00000070081|ENSG00000174607|ENSG00000183690|ENSG00000258810|ENSG00000095932|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000234184|ENSG00000136158|ENSG00000165480|ENSG00000171488|ENSG00000186187|ENSG00000110237|ENSG00000170835|ENSG00000223907|ENSG00000005108|ENSG00000182983|ENSG00000152953|ENSG00000127533|ENSG00000233355|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000267262|ENSG00000256018","33","66719","64553|64295|64665|64667|64919|64287|65359|64963|64561|64333|65345|65337|64301|64293|64671|64251|64545|64341|64345|64531|64339|64495|64929|64249|64253|64923|64549|65341|64907|64243|64493|65351|64651","0.014237031217183034","0.1907514450867052","173","0.018497757847533634","Gene Ontology Biological Process","GO:0023056","positive regulation of signaling","1784"
"21017","","""Any process in which a chromosome is transported to, or maintained in, a specific location."" [GOC:ai]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000152689|ENSG00000250111|ENSG00000164929|ENSG00000148143|ENSG00000184584|ENSG00000081026|ENSG00000021762|ENSG00000176890","8","66719","64287|64909|64229|64349|64897|64643|64617|64257","0.015116569513921412","0.046242774566473986","173","0.06451612903225806","Gene Ontology Biological Process","GO:0050000","chromosome localization","124"
"21017","","""A cell cycle process that results in the division of the cytoplasm of a cell after mitosis, resulting in the separation of the original cell into two daughter cells."" [GOC:mtg_cell_cycle]","""NAS""|""IGI""|""IMP""|""IBA""|""IEA""|""IDA""","ENSG00000152689|ENSG00000184194|ENSG00000181826|ENSG00000185666|ENSG00000205726|ENSG00000211942|ENSG00000254060","7","66719","64287|64927|64335|65349|64279|64243|64597","0.01644452997118488","0.04046242774566474","173","0.07777777777777778","Gene Ontology Biological Process","GO:0000281","mitotic cytokinesis","90"
"21017","","""Any process that modulates the frequency, rate or extent of the cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin."" [GOC:mah]","""NAS""|""IMP""|""IBA""|""IEA""|""IDA""","ENSG00000152689|ENSG00000164045|ENSG00000184584|ENSG00000081026|ENSG00000151725|ENSG00000021762|ENSG00000176890","7","66719","64287|64267|64897|64643|64607|64617|64257","0.01644452997118488","0.04046242774566474","173","0.07777777777777778","Gene Ontology Biological Process","GO:0030071","regulation of mitotic metaphase/anaphase transition","90"
"21017","","""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]","""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000251675|ENSG00000164929|ENSG00000070081|ENSG00000157557|ENSG00000183690|ENSG00000173894|ENSG00000234184|ENSG00000136158|ENSG00000170835|ENSG00000152253|ENSG00000069702|ENSG00000211821|ENSG00000211942|ENSG00000170677","18","66719","64553|64535|64295|64665|64953|64229|64963|64497|64333|64293|64251|64545|64495|64921|64621|64907|64243|64493","0.018025546476605675","0.10404624277456648","173","0.026986506746626688","Gene Ontology Biological Process","GO:0010562","positive regulation of phosphorus metabolic process","667"
"21017","","""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]","""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000251675|ENSG00000164929|ENSG00000070081|ENSG00000157557|ENSG00000183690|ENSG00000173894|ENSG00000234184|ENSG00000136158|ENSG00000170835|ENSG00000152253|ENSG00000069702|ENSG00000211821|ENSG00000211942|ENSG00000170677","18","66719","64553|64535|64295|64665|64953|64229|64963|64497|64333|64293|64251|64545|64495|64921|64621|64907|64243|64493","0.018025546476605675","0.10404624277456648","173","0.026986506746626688","Gene Ontology Biological Process","GO:0045937","positive regulation of phosphate metabolic process","667"
"21017","","""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]","""IEP""|""NAS""|""TAS""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000256316|ENSG00000163808|ENSG00000091409|ENSG00000229989|ENSG00000081052|ENSG00000178999|ENSG00000153885|ENSG00000251675|ENSG00000227191|ENSG00000070081|ENSG00000183690|ENSG00000151208|ENSG00000169031|ENSG00000173894|ENSG00000099725|ENSG00000234184|ENSG00000165480|ENSG00000245648|ENSG00000170835|ENSG00000162543|ENSG00000166352|ENSG00000203852|ENSG00000152953|ENSG00000233355|ENSG00000106366|ENSG00000266146|ENSG00000197471|ENSG00000249717|ENSG00000170677","29","66719","64693|64553|64295|64665|64245|64573|64281|64953|65359|64963|64333|64889|64301|64293|64527|64251|64341|64905|64495|64691|64329|64487|64923|65341|64707|64519|64525|65343|64493","0.018433111331523585","0.1676300578034682","173","0.01962110960757781","Gene Ontology Biological Process","GO:0009719","response to endogenous stimulus","1478"
"21017","","""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]","""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000091409|ENSG00000229989|ENSG00000182557|ENSG00000178999|ENSG00000251675|ENSG00000164929|ENSG00000070081|ENSG00000157557|ENSG00000183690|ENSG00000234184|ENSG00000136158|ENSG00000186187|ENSG00000245648|ENSG00000042980|ENSG00000139318|ENSG00000164045|ENSG00000170835|ENSG00000109674|ENSG00000223806|ENSG00000152253|ENSG00000069702|ENSG00000211821|ENSG00000211942|ENSG00000170677","25","66719","64553|64295|64665|64631|64573|64953|64229|64963|64497|64333|64251|64545|64531|64905|64353|64489|64267|64495|64947|64903|64921|64621|64907|64243|64493","0.018483741316005775","0.14450867052023122","173","0.02144082332761578","Gene Ontology Biological Process","GO:0031399","regulation of protein modification process","1166"
"21017","","""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]","""NAS""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000163808|ENSG00000091409|ENSG00000081052|ENSG00000182557|ENSG00000131620|ENSG00000174607|ENSG00000183690|ENSG00000258810|ENSG00000095932|ENSG00000173894|ENSG00000127561|ENSG00000125384|ENSG00000165480|ENSG00000110237|ENSG00000139318|ENSG00000143369|ENSG00000170835|ENSG00000162543|ENSG00000223907|ENSG00000223806|ENSG00000117632|ENSG00000149418|ENSG00000185477|ENSG00000233355|ENSG00000069702|ENSG00000272733|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000256018","31","66719","64307|64553|64295|64245|64631|64611|64561|64333|65345|65337|64293|64275|64563|64341|64339|64489|64227|64495|64691|64929|64903|64269|64363|64305|65341|64621|64235|64907|64243|64493|64651","0.01928002674689138","0.1791907514450867","173","0.018856447688564478","Gene Ontology Biological Process","GO:0051240","positive regulation of multicellular organismal process","1644"
"10916","","Non-integrin membrane-ECM interactions","""REAC""","ENSG00000167723|ENSG00000134369|ENSG00000138160|ENSG00000245869|ENSG00000211898|ENSG00000139734","6","66719","64265|64535|64669|64325|64319|64599","0.01960886678874136","0.04918032786885246","122","0.1016949152542373","Reactome pathways","REAC:R-HSA-3000171","Non-integrin membrane-ECM interactions","59"
"20196","","""Binding to a microtubule, a filament composed of tubulin monomers."" [GOC:krc]","""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000183657|ENSG00000169116|ENSG00000267694|ENSG00000164929|ENSG00000181826|ENSG00000148143|ENSG00000184584|ENSG00000205726|ENSG00000185477|ENSG00000165507|ENSG00000021762","11","66719","64697|64499|64479|64229|64335|64349|64897|64279|64305|64541|64617","0.01985617800684579","0.06358381502890173","173","0.039568345323741004","Gene Ontology Molecular Function","GO:0008017","microtubule binding","278"
"21017","","""Any process that modulates the frequency, rate or extent of metaphase/anaphase transition of cell cycle."" [GOC:mtg_cell_cycle, GOC:TermGenie]","""NAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000152689|ENSG00000164045|ENSG00000184584|ENSG00000081026|ENSG00000151725|ENSG00000021762|ENSG00000176890","7","66719","64287|64267|64897|64643|64607|64617|64257","0.020424686747489925","0.04046242774566474","173","0.07526881720430108","Gene Ontology Biological Process","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","93"
"22115","","""A multisubunit complex that is located at the centromeric region of DNA and provides an attachment point for the spindle microtubules."" [GOC:elh]","""IPI""|""NAS""|""TAS""|""IBA""|""IEA""|""IDA""","ENSG00000152689|ENSG00000148143|ENSG00000184584|ENSG00000267366|ENSG00000081026|ENSG00000151725|ENSG00000176890|ENSG00000226281","8","66719","64287|64349|64897|64583|64643|64607|64257|64517","0.020606822343502605","0.045454545454545456","176","0.04678362573099415","Gene Ontology Cellular Component branch","GO:0000776","kinetochore","171"
"10916","","Hemostasis","""REAC""","ENSG00000183657|ENSG00000167723|ENSG00000134369|ENSG00000169116|ENSG00000251675|ENSG00000251606|ENSG00000181826|ENSG00000136158|ENSG00000123095|ENSG00000110237|ENSG00000170835|ENSG00000166352|ENSG00000162676|ENSG00000182983|ENSG00000205726|ENSG00000149418|ENSG00000139734|ENSG00000069702|ENSG00000247081|ENSG00000197471","20","66719","64697|64265|64535|64499|64953|64591|64335|64545|64283|64339|64495|64329|64513|64253|64279|64363|64599|64621|64645|64525","0.021298161705365897","0.16393442622950818","122","0.029717682020802376","Reactome pathways","REAC:R-HSA-109582","Hemostasis","673"
"21017","","""The cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin."" [GOC:mtg_cell_cycle, PMID:10465783]","""NAS""|""IMP""|""IBA""|""IEA""|""IDA""","ENSG00000152689|ENSG00000164045|ENSG00000184584|ENSG00000081026|ENSG00000151725|ENSG00000021762|ENSG00000176890","7","66719","64287|64267|64897|64643|64607|64617|64257","0.021916472057498096","0.04046242774566474","173","0.07446808510638298","Gene Ontology Biological Process","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","94"
"21017","","""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000182557|ENSG00000152689|ENSG00000178999|ENSG00000251675|ENSG00000164929|ENSG00000070081|ENSG00000157557|ENSG00000183690|ENSG00000173894|ENSG00000234184|ENSG00000136158|ENSG00000245648|ENSG00000042980|ENSG00000139318|ENSG00000170835|ENSG00000109674|ENSG00000223806|ENSG00000022267|ENSG00000151725|ENSG00000152253|ENSG00000069702|ENSG00000272733|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000256018","30","66719","64553|64535|64295|64665|64631|64287|64573|64953|64229|64963|64497|64333|64293|64251|64545|64905|64353|64489|64495|64947|64903|64615|64607|64921|64621|64235|64907|64243|64493|64651","0.02254830808107622","0.17341040462427745","173","0.01904761904761905","Gene Ontology Biological Process","GO:0016310","phosphorylation","1575"
"20196","","""Binding to a macromolecular complex."" [GOC:jl]","""IPI""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000198467|ENSG00000167723|ENSG00000134369|ENSG00000229989|ENSG00000186818|ENSG00000250111|ENSG00000267694|ENSG00000227191|ENSG00000070081|ENSG00000157557|ENSG00000245869|ENSG00000169031|ENSG00000127561|ENSG00000186187|ENSG00000175063|ENSG00000019991|ENSG00000184584|ENSG00000166352|ENSG00000197558|ENSG00000117632|ENSG00000171848|ENSG00000233355|ENSG00000197471|ENSG00000211942|ENSG00000170677|ENSG00000124693","26","66719","64511|64265|64535|64665|64919|64909|64479|65359|64963|64497|64325|64301|64275|64531|64951|64943|64897|64329|64239|64269|64609|65341|64525|64243|64493|64641","0.023903409590036256","0.15028901734104047","173","0.020328381548084442","Gene Ontology Molecular Function","GO:0044877","protein-containing complex binding","1279"
"22115","","""A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."" [GOC:mah, ISBN:0198547684]","""TAS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000183657|ENSG00000152689|ENSG00000095932|ENSG00000181826|ENSG00000148143|ENSG00000196549|ENSG00000231119|ENSG00000174776|ENSG00000184584|ENSG00000255189|ENSG00000076641|ENSG00000267366|ENSG00000151725|ENSG00000021762|ENSG00000272733|ENSG00000254060","17","66719","64307|64697|64287|65337|64335|64349|64945|64593|64695|64897|64299|64539|64583|64607|64617|64235|64597","0.023978665889558156","0.09659090909090909","176","0.023192360163710776","Gene Ontology Cellular Component branch","GO:0005813","centrosome","733"
"21017","","""An intracellular protein kinase cascade containing at least a MAP kinase (MAPK). It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and a MAPK. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [PMID:20811974, PMID:9561267]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000091409|ENSG00000229989|ENSG00000182557|ENSG00000115738|ENSG00000070081|ENSG00000183690|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000234184|ENSG00000136158|ENSG00000245648|ENSG00000170835|ENSG00000152953|ENSG00000185477|ENSG00000272733|ENSG00000211821|ENSG00000211942","19","66719","64553|64295|64665|64631|64639|64963|64333|64301|64293|64671|64251|64545|64905|64495|64923|64305|64235|64907|64243","0.02412444745287217","0.10982658959537572","173","0.025367156208277702","Gene Ontology Biological Process","GO:0000165","MAPK cascade","749"
"21017","","""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]","""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000091409|ENSG00000182557|ENSG00000131620|ENSG00000174607|ENSG00000127561|ENSG00000143369|ENSG00000166352|ENSG00000145649|ENSG00000136111|ENSG00000117632|ENSG00000152953|ENSG00000069702|ENSG00000169439|ENSG00000211821|ENSG00000170677|ENSG00000256018","17","66719","64307|64295|64631|64611|64561|64275|64227|64329|64557|64647|64269|64923|64621|64595|64907|64493|64651","0.02412922603612357","0.09826589595375723","173","0.027597402597402596","Gene Ontology Biological Process","GO:0050865","regulation of cell activation","616"
"21017","","""The process of introducing a phosphate group on to a protein."" [GOC:hb]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000091409|ENSG00000229989|ENSG00000182557|ENSG00000152689|ENSG00000178999|ENSG00000251675|ENSG00000164929|ENSG00000070081|ENSG00000157557|ENSG00000183690|ENSG00000234184|ENSG00000136158|ENSG00000245648|ENSG00000042980|ENSG00000139318|ENSG00000170835|ENSG00000109674|ENSG00000223806|ENSG00000022267|ENSG00000152253|ENSG00000069702|ENSG00000272733|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000256018","27","66719","64553|64295|64665|64631|64287|64573|64953|64229|64963|64497|64333|64251|64545|64905|64353|64489|64495|64947|64903|64615|64921|64621|64235|64907|64243|64493|64651","0.02454533026489858","0.15606936416184972","173","0.020134228187919462","Gene Ontology Biological Process","GO:0006468","protein phosphorylation","1341"
